naam,functie,geslacht,geboortedatum,overlijdensdatum,doel,bestemming,van,tot_en_met,betaald_door
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,PACE,"Straatsburg, Frankrijk",2013-06-24,2013-06-26,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,COSAC,"Riga, Letland",2015-02-01,2015-02-02,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,ALDE Council,"Sofia, Bulgarije",2018-04-27,2018-04-29,VVD Internationaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,COSAC Plenair,"Tallinn, Estland",2017-11-26,2017-11-28,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,COSAC Chairs,Luxemburg,2015-07-12,2015-07-13,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,Interparlementaire conferentie arbeidsmigratie,"Kopenhagen, Denemarken",2013-10-20,2013-10-21,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,Werkbezoek vaste commissie voor Veiligheid en Justitie/Asiel,Bulgarije,2014-04-12,2014-04-14,Tweede Kamer der Staten-Generaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,Werkbezoek met VVD Internationaal,"Parijs, Frankrijk",2019-02-06,2019-02-06,VVD Internationaal
Malik Azmani (M.),Oud Kamerlid,man,1976-01-20,,PACE,"Straatsburg, Frankrijk",2014-01-27,2014-01-29,Tweede Kamer der Staten-Generaal
Naïma Azough (N.),Oud Kamerlid,vrouw,1972-04-01,,Werkbezoek vaste commissie voor Jusitite,Verenigde Staten,2008-10-12,2008-10-18,Tweede Kamer der Staten-Generaal
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Uitnodiging van de Japanse Regering.,Japan,2005-07-09,2005-07-20,Japanse regering.
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Commissie Buitenlandse Zaken.,Suriname,2005-06-05,2006-06-11,Tweede Kamer der Staten-Generaal.
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Persoonlijke uitnodiging van de Taiwanese President Chen Shui-ban.,Taiwan,2005-07-20,2005-07-23,Taiwanese regering.
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Commissie Buitenlandse Zaken.,Suriname,2005-02-20,2005-02-26,Tweede Kamer der Staten-Generaal.
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Congres van de Liberale Internationale.,"Sofia, Bulgarije",2005-05-12,2005-05-14,VVD-partij.
Hans van Baalen (J.C.),Oud Kamerlid,man,1960-06-17,2021-04-29,Commissie Defensie.,Irak,2005-02-02,2005-02-04,Tweede Kamer der Staten-Generaal.
Bert Bakker (A.D.),Oud Kamerlid,man,1958-08-07,,,(nog) geen opgave,,,
Eric Balemans (E.R.M.),Oud Kamerlid,man,1961-11-17,2021-07-02,,(nog) geen opgave,,,
Bente Becker (B.),Tweede Kamerlid,vrouw,1985-08-12,,Werkbezoek,"Genève, Zwitserland",2018-05-01,2018-05-03,Tweede Kamer der Staten-Generaal
Bente Becker (B.),Tweede Kamerlid,vrouw,1985-08-12,,Parlementaire en ministeriële conferentie van de Wereldhandelsorganisatie (WTO),Argentinië,2017-12-08,2017-12-10,Tweede Kamer der Staten-Generaal
Sandra Beckerman (S.M.),Tweede Kamerlid,vrouw,1983-03-31,,Werkbezoek met de vaste commissie voor Infrastructuur en Waterstaat naar het Federaal Agentschap voor Nucleaire Controle (FANC),"Brussel, België",2018-04-13,2018-04-13,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO PA,"Tbilisi, Georgië",2017-05-26,2017-05-29,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO parliamentary Assemblee Spring Session,"Vilnius, Litouwen",2022-05-27,2022-05-30,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,"Verdieping in de situatie in Libië ten aanzien van vrouwen, vrede en veiligheid",Tunesië,2019-08-26,2019-08-29,D66 International Democratic Institute
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO parlementair Assemblee Standing Committee,"Oslo, Noorwegen",2023-03-25,2023-03-26,Tweede kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO PA,"Istanbul, Turkije",2016-11-18,2016-11-21,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,IPU,"Sofia, Bulgarije",2018-02-16,2018-02-18,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,ALDE-congres,"Dublin, Ierland",2022-06-02,2022-06-04,Stichting D66
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO Parlementair Assemblee,"Madrid, Spanje",2022-11-19,2022-11-21,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,The World Forum on Democracy and Peace,"Berlijn, Duitsland",2023-02-18,2023-02-19,"€420,- vergoed door Academy for Cultural Diplomacy"
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,European Liberal Forum vergadering,"Rome, Italië",2020-09-24,2020-09-26,"€686,79 voldaan door International Democratisch Initiatief"
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Troepenbezoek met de vaste commissie voor Defensie,Afghanistan,2019-10-21,2019-10-23,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO PA,"Tirana, Albanië",2016-05-27,2016-05-30,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO spring session commissie Defensie,Albanië,2016-05-27,2016-05-30,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,COSAC-voorzittersconferentie,"Wenen, Oostenrijk",2018-07-08,2018-07-09,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO Parlementaire Assemblee voor het Parliamentary Transatlantic Forum,"Washington D.C., Verenigde Staten",2021-11-28,2021-12-01,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Navo assemblee,"Lissabon, Portugal",2021-10-08,2021-10-11,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO Parlementaire Assemblee Spring Meeting,Luxemburg,2023-05-19,2023-05-22,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,IPC GBVB,Malta,2017-04-27,2017-04-30,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,European University Institute,"Florence, Italië",2019-09-26,2019-09-28,"€800,- vergoed door European University Institute"
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Werkbezoek vaste commissie voor Binnenlandse Zaken,"Suriname, Curaçao en Bonaire",2022-08-13,2022-08-22,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Werkbezoek aan Europees Parlement,"Brussel, België",2022-09-29,2022-09-30,Trein voor eigen rekening en verblijf Tweede Kamerfractie D66
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Werkbezoek aan het Franse Parlement,"Parijs, Frankrijk",2020-01-08,2020-01-10,Tweede Kamer der Staten-Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,NAVO PA,"Warschau, Polen",2018-05-25,2018-05-28,Tweede Kamer der Staten Generaal
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Praten over EU Defensie samenwerking,"Brussel, België",2016-09-11,2016-09-12,Tweede Kamer der Staten-Generaal (vaste commissie voor Defensie)
Salima Belhaj (S.),Tweede Kamerlid,vrouw,1978-10-18,,Delegatieleider voor de NAVO Pa standing commitee,"Athene, Griekenland",2022-04-08,2022-04-10,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,OVSE Assemblee,"Genève, Zwitserland",2014-10-03,2014-10-05,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,NAVO Assemblee,"San Francisco, Verenigde Staten",2013-06-16,2013-06-19,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,Verkiezingswaarnemingsmissie,"Budapest, Hongarije",2014-04-03,2014-04-07,OVSE
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,NAVO Assemblee,"Marrakech, Marokko",2013-04-02,2013-04-06,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,OVSE Assemblee,"Wenen, Oostenrijk",2014-02-12,2014-02-14,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,OVSE Assemblee,"Baku, Azerbaijan",2014-06-27,2014-06-30,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,NAVO Assemblee,"Luxemburg, Luxemburg",2013-05-16,2013-05-18,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,NAVO Assemblee,"Brussel, België",2013-02-23,2013-02-26,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,OVSE Assemblee,"Wenen, Oostenrijk",2013-02-20,2013-02-22,Tweede Kamer der Staten-Generaal
Ybeltje Berckmoes-Duindam (Y.),Oud Kamerlid,vrouw,1967-02-11,,OVSE Assemblee,"Istanbul, Turkije",2013-06-29,2013-07-01,Tweede Kamer der Staten-Generaal
Joba van den Berg (J.A.M.J.),Tweede Kamerlid,vrouw,1958-08-21,,Reis van de vaste commissies voor Koninkrijksrelaties van de Eerste en Tweede Kamer in verband met werkbezoeken op Bonaire en in verband met het halfjaarlijkse Interparlementair Koninkrijksoverleg (IPKO) op Aruba,Bonaire en Aruba,2018-01-07,2018-01-12,Tweede Kamer der Staten-Generaal
Joba van den Berg (J.A.M.J.),Tweede Kamerlid,vrouw,1958-08-21,,Reis van de vaste commissies voor Koninkrijksrelaties van de Eerste en Tweede Kamer in verband met werkbezoeken op Saba en Sint Eustatius in verband met het halfjaarlijkse Interparlementair Koninkrijksoverleg (IPKO) op Sint Maarten,"Saba, Sint Eustatius en Sint Maarten",2022-05-01,2022-05-07,Tweede Kamer der Staten-Generaal
Joba van den Berg (J.A.M.J.),Tweede Kamerlid,vrouw,1958-08-21,,Studiereis van de vaste commissies voor Koninkrijksrelaties van de Eerste en Tweede Kamer,"Saba, St. Eustatius en St. Maarten",2018-07-11,2018-07-15,Tweede Kamer der Staten-Generaal
Niels van den Berge (C.N.),Oud Kamerlid,man,1984-12-28,,Spreker Conferentie Bangladesh and South Asia: Security challenges and threats from violent extremism,"Brussel, België",2019-10-03,2019-10-04,"Organisatie Conferentie (retourreis trein, diner en hotelovernachting)"
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Voorzittersconferentie,"Praag, Tsjechië",2023-04-23,2023-04-25,Tweede Kamer der Staten-Generaal
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Bezoek aan het Europees Parlement.,"Brussel, België",2022-11-27,2022-11-28,Tweede Kamer der Staten-Generaal
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Bezoek aan het Parlement en de Senaat van België met de Voorzitter van de Eerste Kamer der Staten-Generaal,"Brussel, België",2023-05-15,2023-05-15,Tweede Kamer der Staten-Generaal
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Voorzittersconferentie Raad van Europa,"Athene, Griekenland",2021-10-20,2021-10-22,Tweede Kamer der Staten-Generaal
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Voorzittersconferentie,Slovenië,2022-03-27,2022-03-29,Tweede Kamer der Staten-Generaal
Vera Bergkamp (V.A.),Tweede Kamerlid,vrouw,1971-06-01,,Werkbezoek aan het Anne Frank Huis,Amsterdam,2023-05-12,2023-05-12,Tweede Kamer der Staten-Generaal
Magda Berndsen-Jansen (M.A.),Oud Kamerlid,vrouw,1950-05-04,,Werkbezoek betreffende Mensenhandel,Bulgarije en Roemenië,2014-05-06,2014-05-10,Vaste commissie Veiligheid en Justitie
Marianne Besselink (M.),Oud Kamerlid,vrouw,1972-06-28,,"Werkbezoek vaste commissie voor Onderwijs, Cultuur en Wetenschap",verenigde Staten,2008-10-12,2008-10-20,Tweede Kamer der Staten-Generaal.
Marijke van Beukering-Huijbregts (M.J.T.G.),Oud Kamerlid,vrouw,1971-12-30,,Werkbezoek aan het Europees Parlement en Permanente Vertegenwoordiging van NL bij de Europese Unie,"Brussel, België",2022-09-09,2022-09-09,Reiskosten voor eigen rekening
Jack Biskop (J.J.G.M.),Oud Kamerlid,man,1956-01-15,,120e IPU conferentie,"Addis Ababa, Ethiopië",2009-04-04,2009-04-11,IPU
Roelof Bisschop (R.),Tweede Kamerlid,man,1956-11-30,,Werkbezoek,Turkije,2016-10-17,2016-10-20,SGP-fractie Tweede Kamer
Roelof Bisschop (R.),Tweede Kamerlid,man,1956-11-30,,Werkbezoek,Hongarije,2018-07-09,2018-07-13,SGP-fractie Tweede Kamer
Roelof Bisschop (R.),Tweede Kamerlid,man,1956-11-30,,Werkbezoek,Israël,2019-07-08,2019-07-13,SGP-fractie Tweede Kamer
Elly Blanksma-van den Heuvel (P.J.M.G.),Oud Kamerlid,vrouw,1959-09-24,,15 jarig bestaan Plateau van Eindhoven,"Istanbul, Turkije",2006-12-15,2006-12-18,Rabobank Eindhoven-Veldhoven
Elly Blanksma-van den Heuvel (P.J.M.G.),Oud Kamerlid,vrouw,1959-09-24,,Werkbezoek vaste Commissie voor Financiën.,Verenigde Staten,2008-04-27,2008-05-04,Tweede Kamer der Staten-Generaal.
Stef Blok (S.A.),Oud Kamerlid,man,1964-12-10,,Bezoek aan het Portugese parlement en bijwonen conferentie over de begroting van de EU.,"Lissabon, Portugal",2007-11-05,2007-11-06,Tweede Kamer derTweede Kamer der Staten-Generaal.
Stef Blok (S.A.),Oud Kamerlid,man,1964-12-10,,Bezoek aan de NAVO,"Brussel, België",2007-03-15,2007-03-16,NAVO
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,België,2008-05-26,2008-05-26,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,België,2008-04-21,2008-04-21,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Bezoek VN,Verenigde Staten,2006-06-25,2006-07-02,Ministerie van Buitenlandse Zaken.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Socialist Group,Portugal,2007-10-11,2007-10-12,Europees Parlement.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-12-12,2008-12-13,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Zweden,2009-10-20,2009-10-21,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Plenaire zitting Raad van Europa,Frankrijk,2009-09-29,2009-10-02,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-05-19,2008-05-19,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Raad van Europa,Frankrijk,2008-09-29,2008-10-03,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,West Europese Unie.,Frankrijk,2008-12-01,2008-12-04,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,NATO.,Verenigde Staten,2005-01-23,2005-01-27,NATO.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,West Europese Unie.,Engeland,2008-04-07,2008-04-09,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,West Europese Unie.,Frankrijk,2008-04-15,2008-04-17,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-03-07,2008-03-08,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,BeNeLux-reis.,Estland,2005-06-08,2005-06-12,BeNeLux.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Ruimtevaartconferentie.,Frankrijk,2005-06-15,2005-06-16,ESA.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad en Raad van Europa,Frankrijk,2009-01-23,2009-02-03,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,België,2006-06-02,2006-06-02,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,COSAC,Slovenië,2008-05-06,2008-05-08,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Werkbezoek vaste commissie voor Europese Zaken.,Ierland,2008-04-14,2008-04-14,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Litouwen,2009-11-26,2009-11-27,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,België,2008-10-17,2008-10-18,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Letland,2010-03-25,2010-03-26,Benelux.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-06-13,2008-06-14,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Algemene Vergadering van de VN.,Verenigde Staten,2005-10-03,2005-10-15,Ministerie van Buitenlandse Zaken.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-10-24,2008-10-25,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-04-18,2008-04-18,Tweede Kamer der Staten-Generaal.
Luuk Blom (L.),Oud Kamerlid,man,1957-05-16,,Beneluxraad.,Luxemburg,2008-11-17,2008-11-17,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Werkbezoek in het kader van Volkshuisvesting.,"Londen, Engeland",2005-08-30,2005-09-02,Voor eigen rekening.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,"In rol van voorzitter vaste commissie voor Onderwijs, Cultuur en Wetenschap.",Finland,2011-05-09,2011-05-13,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Jaarlijkse Contactplanbijeenkomst.,Nederlandse Antillen,2007-01-04,2007-01-16,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Werkbezoek vaste commissie voor Binnenlandse Zaken.,"Berlijn, Duitsland",2011-07-03,2011-07-05,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Parlementair Overleg Koninkrijksrelaties (POK).,Nederlandse Antillen,2009-01-02,2009-01-11,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Jaarlijkse Contactplanbijeenkomst.,Nederlandse Antillen,2006-01-03,2006-01-12,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,Interparlementair Koninkrijksoverleg.,"Curaçao, Aruba, St. Maarten",2012-01-02,2012-01-15,Tweede Kamer der Staten-Generaal.
Bas Jan van Bochove (B.J.),Oud Kamerlid,man,1950-10-03,,"Werkbezoek algemene commissie voor Wonen, Wijken en Integratie.",Engeland,2008-02-20,2008-02-23,Tweede Kamer der Staten-Generaal.
Jan Boelhouwer (A.J.W.),Oud Kamerlid,man,1950-03-17,,"Werkbezoek vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer.",Verenigde Staten,2009-07-04,2009-07-12,Tweede Kamer der Staten-Generaal.
Jan Boelhouwer (A.J.W.),Oud Kamerlid,man,1950-03-17,,Wereld Water Conferentie.,Turkije,2009-03-17,2009-03-19,Tweede Kamer der Staten-Generaal.
Jan Boelhouwer (A.J.W.),Oud Kamerlid,man,1950-03-17,,Waterconferentie vaste commissie voor Verkeer en Waterstaat,"Straatsburg, Frankrijk",2008-11-05,2008-11-06,Tweede Kamer der Staten-Generaal.
Betty de Boer (B.G.),Oud Kamerlid,vrouw,1971-09-02,,Werkbezoek vaste commissie voor Infrastructuur & Milieu,"Berlijn, Duitsland",2016-09-23,2016-09-23,Tweede Kamer der Staten-Generaal
Betty de Boer (B.G.),Oud Kamerlid,vrouw,1971-09-02,,Werkbezoek aan de Centrale Commissie voor de Rijnvaart (CCR),"Straatsburg, Frankrijk",2016-09-12,2016-09-12,Op eigen kosten
Monica den Boer (M.G.W.),Oud Kamerlid,vrouw,1963-01-12,,Bezoek aan EP Parliamentary Scrutiny Group van Europol,"Brussel, België",2019-09-23,2019-09-24,Tweede Kamer der Staten-Generaal
Monica den Boer (M.G.W.),Oud Kamerlid,vrouw,1963-01-12,,Werkbezoek aan experts JBZ terrein en EU justitie comm,"Brussel, België",2020-02-17,2020-02-17,Tweede Kamer der Staten-Generaal
Monica den Boer (M.G.W.),Oud Kamerlid,vrouw,1963-01-12,,ALDE Congres,"Athene, Griekenland",2019-10-24,2019-10-27,D66 fractie
Monica den Boer (M.G.W.),Oud Kamerlid,vrouw,1963-01-12,,"Verdieping in de situatie in Libië ten aanzien van vrouwen, vrede en veiligheid",Tunesië,2019-08-26,2019-08-29,D66 International Democratic Institute
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Parlementaire Assemblee van de NAVO.,Italië,2011-07-04,2011-07-05,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Werkbezoek vaste commissie voor Europese Zaken.,Bosnië,2011-10-19,2011-10-21,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Conferentie over Internationaal Strafhof.,Centraal Afrikaanse Republiek,2011-10-13,2011-10-15,Parliamentarians for Global Action.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Deelname conferentie EU-referendum.,Ierland,2009-09-04,2009-09-06,Peace and Neutrality Alliance.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,COSAC,"Athene, Griekenland",2014-06-15,2014-06-17,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,COSAC,"Rome, Italië",2014-11-30,2014-12-01,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,New European Left Forum (NELF).,"Kopenhagen, Denemarken",2006-06-10,2006-06-11,NELF.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Keynote speaker conferentie Iraq after ISIS,"Erbil, Irak",2016-12-11,2016-12-15,Koerdische Regionale regering
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Werkbezoek.,Suriname,2008-04-30,2008-05-10,Voor eigen rekening.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Werkbezoek vaste commissie voor Buitenlandse Zaken,"Caïro, Egypte",2017-01-09,2017-01-12,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,NAVO-Assemblee.,"Reykjavik, IJsland",2007-10-05,2007-10-07,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Parlementaire Assemblee van de NAVO.,"Valencia, Spanje",2008-11-14,2008-11-16,Tweede Kamer der Staten-Generaal.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,Werkbezoek.,Turkije,2012-03-08,2012-03-12,SP.
Harry van Bommel (H.),Oud Kamerlid,man,1962-06-24,,NAVO-assemblee,"Istanbul, Turkije",2016-11-18,2016-11-21,Tweede Kamer der Staten-Generaal.
